Country_Code,Year,Country_Name,FEC_Mtoe,FEC_FF55_Target_Mtoe,FEC_Impl_Gap_Mtoe,FEC_Impl_Gap_Pct,GHG_MtCO2eq,GHG_FF55_Target_Mt,GHG_Impl_Gap_Mt,GHG_Impl_Gap_Pct,RES_Share_Pct,RES_FF55_Target_Pct,RES_Impl_Gap_Pct,GDP_per_capita_PPP,Population,Composite_Gap_Score,Composite_Rank_Desc
SK,2011,Slovakia,10.45,8.6026,1.8474,17.6789,47.48,33.2301,14.2498,30.0122,10.348,25.0,-14.652,26203.0,5398384,0.0008,12.0
SK,2012,Slovakia,9.99,8.6026,1.3874,13.8883,45.3814,33.2301,12.1513,26.7759,10.453,25.0,-14.547,27029.5,5407579,0.1716,11.0
SK,2013,Slovakia,10.15,8.6026,1.5474,15.2457,45.8419,33.2301,12.6117,27.5113,10.133,25.0,-14.867,28077.5,5413393,0.0968,14.0
SK,2014,Slovakia,9.15,8.6026,0.5474,5.983,43.0451,33.2301,9.8149,22.8014,11.713,25.0,-13.287,29108.6,5415949,0.5335,8.0
SK,2015,Slovakia,9.57,8.6026,0.9674,10.1091,43.9296,33.2301,10.6995,24.356,12.882,25.0,-12.118,30164.1,5421349,0.4833,10.0
SK,2016,Slovakia,9.93,8.6026,1.3274,13.368,44.8014,33.2301,11.5712,25.8278,12.029,25.0,-12.971,29868.0,5426252,0.3084,11.0
SK,2017,Slovakia,10.58,8.6026,1.9774,18.6904,47.0651,33.2301,13.8349,29.3953,11.465,25.0,-13.535,30250.5,5435343,0.0496,15.0
SK,2018,Slovakia,10.45,8.6026,1.8474,17.6789,46.6697,33.2301,13.4396,28.7972,11.896,25.0,-13.104,31514.2,5443120,0.1226,13.0
SK,2019,Slovakia,10.25,8.6026,1.6474,16.0726,44.0185,33.2301,10.7883,24.5086,16.894,25.0,-8.106,33991.3,5450421,0.5727,8.0
SK,2020,Slovakia,9.59,8.6026,0.9874,10.2966,41.9962,33.2301,8.7661,20.8736,17.345,25.0,-7.655,35317.1,5457873,0.8224,8.0
SK,2021,Slovakia,10.46,8.6026,1.8574,17.7576,46.3719,33.2301,13.1417,28.3398,17.419,25.0,-7.581,38376.7,5459781,0.5116,10.0
SK,2022,Slovakia,9.86,8.6026,1.2574,12.7529,42.5243,33.2301,9.2941,21.856,17.481,25.0,-7.519,40872.4,5434712,0.7477,8.0
SK,2023,Slovakia,9.1,8.6026,0.4974,5.4664,40.3077,33.2301,7.0776,17.5589,16.99,25.0,-8.01,43598.3,5428792,0.9626,7.0
SK,2024,Slovakia,8.96,8.6026,0.3574,3.9893,39.0008,33.2301,5.7706,14.7961,18.092,25.0,-6.908,46584.6,5424687,1.1007,5.0
