Country,Country_Code,FEC_Impl_Gap_Pct,GHG_Impl_Gap_Pct,RES_Impl_Gap_Pct,FEC_Households,FEC_Industry,FEC_Services,FEC_Transport,GHG_Agriculture,GHG_Buildings,GHG_Fuel_Exploitation,GHG_Industrial_Combustion,GHG_Power_Industry,GHG_Processes,GHG_Transport,GHG_Waste,RES_Electricity,RES_HeatingCooling,RES_Transport,Composite_Gap,GDP_per_capita,Population_mean
Germany,DE,1.2283913586761246,-0.32050318995145516,-0.603158909382324,3.5987504978449536,3.956651348834639,3.5786824146759693,3.102765594588589,2.460611387924343,3.745261004100024,3.3480096967261583,4.117344999841569,4.197939872355319,3.3474276796306746,3.128408594403311,1.2311896394408124,0.31957859730846794,-0.9364032552348932,0.10702824855409501,-0.7912844713497476,0.5037279332902247,3.030617002287487
Greece,GR,-0.47969688449679904,0.46586415704507794,-0.6102170782376082,-0.3841611570600851,-0.5081288485947447,-0.38610412774346903,-0.31943139180768043,-0.42962472660516865,-0.4210938001118213,-0.1592516471807343,-0.4283826553893922,-0.14698906710128107,-0.11001988673243773,-0.30086688193817973,-0.06076954355376666,-0.08050651364459363,-0.005441050250644674,-1.0817318854415712,-0.06377507270415973,-0.7793825006237778,-0.26599718506944137
Hungary,HU,-1.0646071787672888,-0.162123293510371,0.6224559485750103,-0.2501560268675605,-0.3845360068306983,-0.3858144315652034,-0.4096602360822244,-0.3779394693858374,-0.23608808797377204,-0.3353624251255994,-0.3768841796808048,-0.40338095788344247,-0.3848997142916152,-0.4089946166108632,-0.02410909761174488,-1.1864245599516574,-0.590314907089746,-0.08462620751265418,0.7428953984480837,-0.6483018855928877,-0.311315101645161
Ireland,IE,0.11338908642986202,1.1990097190638407,-1.7672829005103234,-0.4832715449046542,-0.5580114768527363,-0.43872603836010154,-0.4527875330508613,0.4981649046629063,-0.34458236783095125,-0.6618674031825887,-0.4971043596323206,-0.4086478867864792,-0.6266165063912927,-0.4476765092978703,-0.5495436832951417,-0.036161202109948984,-1.4605820702056522,-0.2907277220567698,-1.7052873960440775,2.2056062552634694,-0.5314830106633727
Italy,IT,0.0018704735086431403,0.3953921439458273,-0.24256878461309397,1.6591159196027285,1.3599925166469569,1.7768507849329473,1.8185532549343455,0.9076170770487679,1.6909976625558434,0.9448248153789407,1.1304655100630552,1.1229558145617693,1.8748466540745208,1.8400888916543947,2.5051540597059483,0.11266095756738286,-0.6441471975233365,0.021934704632420962,-0.21374574997816406,-0.08925741032655446,1.9872698219454574
Latvia,LV,0.2218034106717416,-2.0849428050520165,-0.14972767661382283,-0.6090637650672418,-0.6705364691336165,-0.6008497888288258,-0.6624225814942618,-0.6314428046358143,-0.5785398162530718,-0.8179570536577285,-0.655773294417832,-0.5647060659304866,-0.7705348542538466,-0.6578684620747469,-0.787439161519176,1.0475457295839559,1.6184730112010157,-0.8353744368537461,1.2914157339425216,-0.7856690831249525,-0.6689674363787272
Lithuania,LT,0.7767680016167997,-1.6069460382064122,-1.263122637877344,-0.5845293240835547,-0.6551642478983885,-0.5956363792313534,-0.5955617732924436,-0.4892053180702055,-0.5784800147001236,-0.6658212399093127,-0.6310925347453807,-0.5686546901652804,-0.5046801700575575,-0.591295706608488,-0.6748797744802664,-0.6015469570387998,1.0731891684745898,-0.5988638964097008,0.20074453936334022,-0.43093793578933326,-0.6261480039717452
Luxembourg,LU,1.1042819483475044,0.09296165888455395,-1.2914426051394454,-0.660952238763473,-0.6908692447767162,-0.6202398230628055,-0.6031989761110875,-0.7778055394560486,-0.5760684922577193,-0.8352240498564532,-0.6466288715431364,-0.5874550291318904,-0.8045594180289155,-0.5988070924999805,-0.8776037257701189,-1.2022831781466303,-1.2035596264113675,-0.11989402673681321,-1.588620949146295,3.618335570200476,-0.7300114105969661
Malta,MT,-3.8269253062405433,0.5746563262254107,0.645762870113041,-0.6904898127252558,-0.7381278728240998,-0.6688900217541498,-0.72084406444734,-0.807605172432508,-0.6240899001583086,-0.8375783779282534,-0.6904127689344928,-0.5773189904855178,-0.834791486417582,-0.7201819728433856,-0.8690638292016747,-1.4181866141031834,-0.11683673543702071,-0.03459726332249074,0.8619503989995015,0.07142110605336238,-0.7355746513080172
Netherlands,NL,0.7038082801609185,0.3478623275153594,-1.380567574766146,0.007885984999483599,0.38027526940929424,0.30701362544317323,-0.035828927276815324,0.18686072430423034,0.3543645469613556,0.6328666375921145,0.4430019471871026,0.291266375921446,0.15674774334291872,-0.024607662060823834,-0.12578150998987467,-0.51635835122569,-1.411276715206431,0.3482497863277155,-1.3707374236636063,0.6997306155585957,0.035952039408440814
Poland,PL,0.5497838093345213,0.16208210678503776,0.574196030783583,0.8605692475997898,0.5548885862508551,0.4917223137987354,0.7627437452015776,1.191603033414242,1.1422551537395877,2.0841893884386353,0.8009571804780662,1.9675846118508875,1.1834193296969095,0.778682824712853,0.3261126212058307,-0.9058831155690321,-0.6975453982577412,-0.5206798152380717,-0.3803346622466107,-0.6174180283761631,0.9702471665774481
Portugal,PT,0.3120039786316054,1.1395204749633465,0.039059634870524426,-0.47862732576279315,-0.35825432823928566,-0.3504514813688035,-0.32729049753353223,-0.42966075491098227,-0.48657595892551425,-0.5385192767291135,-0.41027743108390907,-0.35410275746363384,-0.31456729237157977,-0.31977689706296825,0.05683157916019865,1.2357587965381593,0.7527017771123944,0.015265410373687857,-0.5234276602058917,-0.5418322213799878,-0.27901269506360027
Romania,RO,-0.6315210300596664,-1.945363022050797,0.8513351555889285,-0.10817253867601738,-0.21242244128273924,-0.40922380306623524,-0.2754844085149881,0.11190064937704346,-0.21738677627451966,-0.17414578603676426,-0.05758045761988237,-0.17366878221183554,0.11310051275692816,-0.2684380876696805,0.16817207871648598,0.5213201288569564,-0.2157730127098532,-0.21622006625214302,1.6424314804459264,-0.7729567436683574,0.13767915559571425
Slovakia,SK,0.3547371041752217,-0.7288882364541431,1.3384111579184823,-0.497907458239432,-0.4638948878897965,-0.4939269277904035,-0.5548025109546662,-0.6531339923459488,-0.4681598685433825,-0.2373806492352756,-0.3060035749700004,-0.4870795029801036,-0.39974523519896205,-0.5547099526949163,-0.37573108094894075,-0.587154299555716,-0.945550145324886,0.02125114815714891,0.5290944363024598,-0.6344347199566986,-0.5081449065781883
Slovenia,SI,0.019824616945251693,0.646637926719197,1.4656951323104983,-0.6127746164008682,-0.6378125654717381,-0.6200091285695873,-0.6037873425970673,-0.7031689983358648,-0.5821644209671554,-0.7375033247404627,-0.6046325515722291,-0.5133541270720132,-0.7038762648824195,-0.5987879481431901,-0.7921788437904108,0.0912416427214483,0.2652087094573753,-0.41062722271931074,0.45188147493174796,-0.3353017559007112,-0.6620854759286804
Spain,ES,0.30410664099329626,1.1374186439239242,-1.4077278075696937,0.40695531949116426,0.9779784047595567,0.7932537222785101,1.466723988088588,1.492589481301104,0.438718922245423,1.3563562702603287,0.9225627782994593,0.4351148102645627,1.2305225658727021,1.5174436365424688,1.7065507241250222,0.5022943115930874,-0.7700280425527917,-0.31668439361776674,-1.3049929078497113,-0.2683278710588737,1.4055544598948435
Sweden,SE,-0.6698628681624509,0.09382014049824333,1.4512670380250507,-0.13435268690873062,0.1975959557736924,-0.08100748667226519,-0.23581418547806857,-0.37682188682788725,-0.5295645383045431,-0.46493516544587227,-0.305778630761434,-0.4677392057039251,-0.4237362082983085,-0.3153800496164202,-0.2551103441295173,2.113909984090604,2.1874302457366257,4.084089143180782,1.7244893095112468,0.39821237834169143,-0.29287984822353996
